"embedding","PC","pc_index","var_explained","covariate","r2","p","n","p_adj"
"Harmony","PC8",8,0.036901683280976,"QC_meanTSS",0.00213508743018698,0.182490616221666,834,0.456226540554165
"Harmony","PC8",8,0.036901683280976,"QC_meanLog10Frags",0.00570801999601522,0.0291316219323579,834,0.0912144963973895
"Harmony","PC8",8,0.036901683280976,"QC_meanFRIP",0.00205373289932158,0.191058646855932,834,0.31843107809322
"Harmony","PC9",9,0.030766760236941,"CellType",0.733913168837839,1.37463581463864e-227,834,1.96376544948377e-227
"Harmony","PC9",9,0.030766760236941,"Cohort",0.00105856870907354,0.830346196061391,834,0.969671639651169
"Harmony","PC9",9,0.030766760236941,"Control_status",0.00147400433333057,0.268081158107597,834,0.477398735243361
"Harmony","PC9",9,0.030766760236941,"Exposure_group",0.036778235800276,0.00344981907703199,834,0.00862454769257997
"Harmony","PC9",9,0.030766760236941,"Age",0.00310355097432719,0.191642431688577,551,0.626844181188285
"Harmony","PC9",9,0.030766760236941,"Sex_observed",0.0107654398302797,0.0148273681484378,551,0.0741368407421889
"Harmony","PC9",9,0.030766760236941,"Sex_predicted",3.41358803757432e-05,0.866208095551921,834,0.956051812504141
"Harmony","PC9",9,0.030766760236941,"Sampling_day",0.000142163310608318,0.809788891974747,410,0.996871945501572
"Harmony","PC9",9,0.030766760236941,"QC_nCells",0.0482970710260587,1.4017003112009e-10,834,7.00850155600449e-10
"Harmony","PC9",9,0.030766760236941,"QC_meanTSS",3.61790513942744e-05,0.862301060513718,834,0.862301060513718
"Harmony","PC9",9,0.030766760236941,"QC_meanLog10Frags",0.00786942124816907,0.0103752172638865,834,0.0518760863194326
"Harmony","PC9",9,0.030766760236941,"QC_meanFRIP",0.0109595061339555,0.00246938492590853,834,0.0123469246295426
"Harmony","PC10",10,0.027289115940995,"CellType",0.574132295471275,4.04985900089676e-144,834,4.49984333432973e-144
"Harmony","PC10",10,0.027289115940995,"Cohort",0.0201324553195943,0.000744321328058387,834,0.00372160664029193
"Harmony","PC10",10,0.027289115940995,"Control_status",0.000778092997424488,0.421102508200376,834,0.601575011714823
"Harmony","PC10",10,0.027289115940995,"Exposure_group",0.0570182072724566,5.46146387248694e-06,834,2.73073193624347e-05
"Harmony","PC10",10,0.027289115940995,"Age",0.00186249867236909,0.311918780212917,551,0.626844181188285
